Train_no,Train_name,Starts,Ends,No_seats
6011,Kochuveli Express,Chennai Central,Kochuveli,20
12257,Kochuveli Gr,Yesvantpur Junction,Kochuveli,20
12360,Kol Garib Rath,Patna Junction,Kolkata,20
12518,Kol Garib Rath,Guwahati,Kolkata,20
11049,Kolhapur Express,Ahmedabad Junction,C Shahumharaj T,20
12306,Kolkata Rajdhani,New Delhi,Howrah Junction,20
19413,Kolkata Express,Ahmedabad Junction,Kolkata,20
13159,Kolkata Jbn Express,Kolkata,Jogbani,20
12322,Kolkata Mail,Mumbai Cst,Howrah Junction,20
12301,Kolkata Rajdhni,Howrah Junction,New Delhi,20
12305,Kolkata Rajdhani,Howrah Junction,New Delhi,20
12302,Kolkata Rajdhani,New Delhi,Howrah Junction,20
11020,Konark Express,Bhubaneswar,Mumbai Cst,20
11019,Konark Express,Mumbai Cst,Bhubaneswar,20
17211,Kondaveedu Express,Machelipatnam,Yesvantpur Junction,20
17212,Kondaveedu Express,Yesvantpur Junction,Machelipatnam,20
12647,Kongu Express,Coimbatore Junction,H Nizamuddin,20
12648,Kongu Express,H Nizamuddin,Coimbatore Junction,20
10112,Konkan Kanya Express,Madgaon,Mumbai Cst,20
10111,Konkan Kanya Express,Mumbai Cst,Madgaon,20
11304,Kop Hyb Express,C Shahumharaj T,Hyderabad Decan,20
17004,Kop Hyb Express,C Shahumharaj T,Hyderabad Decan,20
1031,Kop Hyb Special,C Shahumharaj T,Hyderabad Decan,20
7144,Kop Hyderabad S,C Shahumharaj T,Hyderabad Decan,20
1206,Kop Ltt Special,C Shahumharaj T,Lokmanyatilak T,20
11404,Kop Nagpur Express,C Shahumharaj T,Nagpur,20
11052,Kop Solapur Express,C Shahumharaj T,Solapur Junction,20
1407,Kop Solapur Special,C Shahumharaj T,Solapur Junction,20
18006,Koraput Hwh Express,Jagdalpur,Howrah Junction,20
22648,Korba Express,Trivandrum Cntl,Korba,20
18698,Koshi Express,Patna Junction,Murliganj,20
18697,Koshi Express,Murliganj,Patna Junction,20
4313,Kota Be Special,Kota Junction,Bareilly,20
59821,Kota Bix Passenger,Kota Junction,Bhind,20
99734,Kota Hmh Special,Kota Junction,Hanumangarh Junction,20
9734,Kota Hmh Special,Kota Junction,Hanumangarh Junction,20
22981,Kota Hmh Superfast Express,Kota Junction,Shri Ganganagar,20
7004,Kota Hyb Special,Kota Junction,Hyderabad Decan,20
59801,Kota Jaipur Passenger,Kota Junction,Jaipur,20
12060,Kota Janshtbdi,H Nizamuddin,Kota Junction,20
19803,Kota Jat Express,Kota Junction,Jammu Tawi,20
9807,Kota Nzm Superfast Special,Kota Junction,H Nizamuddin,20
9809,Kota Nzm Superfast Special,Kota Junction,H Nizamuddin,20
13238,Kota Pnbe Express,Kota Junction,Patna Junction,20
13240,Kota Pnbe Express,Kota Junction,Patna Junction,20
9801,Kota Udz Special,Kota Junction,Udaipur City,20
19805,Kota Uhp Express,Kota Junction,Udhampur,20
9805,Kota Uhp Special,Kota Junction,Udhampur,20
12676,Kovai Express,Coimbatore Junction,Chennai Central,20
12675,Kovai Express,Chennai Central,Coimbatore Junction,20
11030,Koyna Express,C Shahumharaj T,Mumbai Cst,20
11029,Koyna Express,Mumbai Cst,C Shahumharaj T,20
8796,Krba R Superfast Special,Korba,Raipur Junction,20
22647,Krba Tvc Express,Korba,Trivandrum Cntl,20
18517,Krba Vskp Express,Korba,Vishakapatnam,20
58502,Krdl Vskp Passenger,Kirandul,Vishakapatnam,20
4806,Krh Awr Special,Khairthal,Alwar,20
17406,Krishna Express,Adilabad,Tirupati,20
17405,Krishna Express,Tirupati,Adilabad,20
24512,Krj Ald Link Express,Bulandshahr,Allahabad Junction,20
2003,Krmi Ac Premium,Mumbai Cst,Karmali,20
1042,Krmi Cstm Special,Karmali,Mumbai Cst,20
2005,Krmi Dd Premium,Lokmanyatilak T,Karmali,20
1043,Krmi Ganpati Special,Lokmanyatilak T,Karmali,20
1041,Krmi Ganpati Special,Mumbai Cst,Karmali,20
1002,Krmi Ltt Ac Special,Karmali,Lokmanyatilak T,20
22116,Krmi Ltt Ac Superfast,Karmali,Lokmanyatilak T,20
1044,Krmi Ltt Special,Karmali,Lokmanyatilak T,20
2045,Krmi Premium Special,Lokmanyatilak T,Karmali,20
7113,Krmr Qln Special,Karimnagar,Kollam Junction,20
12762,Krmr Tpty Express,Karimnagar,Tirupati,20
2762,Krmr Tpty Special,Karimnagar,Tirupati,20
7619,Kranti Bpl Special,Kurnool Town,Bhopal Junction,20
18108,Krpu Rou Express,Koraput,Rourkela,20
18511,Krpu Vskp Intercity E,Koraput,Vishakapatnam,20
12650,Ktk Sampark K Express,H Nizamuddin,Yesvantpur Junction,20
12369,Kumbha Express,Howrah Junction,Haridwar Junction,20
4119,Kumbha Mela Special,Howrah Junction,Allahabad Junction,20
21107,Kurj Bsb Link E,Khajuraho,Varanasi Junction,20
2449,Kurj Nzm Special,Khajuraho,H Nizamuddin,20
22447,Kurj Nzm Express,Khajuraho,H Nizamuddin,20
19665,Kurj Udz Express,Khajuraho,Udaipur City,20
12965,Kurj Udz Superfast,Khajuraho,Udaipur City,20
11016,Kushinagar Express,Gorakhpur Junction,Lokmanyatilak T,20
11015,Kushinagar Express,Lokmanyatilak T,Gorakhpur Junction,20
19132,Kutch Express,Bhuj,Bandra Terminus,20
19131,Kutch Express,Bandra Terminus,Bhuj,20
2552,Kyq Ypr Special,Kamakhya,Yesvantpur Junction,20
15621,Kyq Anvt Express,Kamakhya,Anand Vihar Trm,20
15624,Kyq Bgkt Express,Kamakhya,Bhagat Ki Kothi,20
5624,Kyq Bgkt Special,Kamakhya,Bhagat Ki Kothi,20
2510,Kyq Bnc Premium,Kamakhya,Bangalore Cant,20
13248,Kyq Capital Express,Danapur,Kamakhya,20
15668,Kyq Gimb Express,Kamakhya,Gandhidham Bg,20
15620,Kyq Gya Wkly Express,Kamakhya,Gaya Junction,20
19710,Kyq Jp Kaviguru,Kamakhya,Jaipur,20
55601,Kyq Lmg Passenger,Kamakhya,Lumding Junction,20
12520,Kyq Ltt Ac Express,Kamakhya,Lokmanyatilak T,20
5612,Kyq Ltt Special,Kamakhya,Lokmanyatilak T,20
22520,Kyq Ltt Superfast Special,Kamakhya,Lokmanyatilak T,20
15613,Kyq Mzs Ic Express,Kamakhya,Murkeongselek,20
2503,Kyq Ndls Premiu,Kamakhya,New Delhi,20
2512,Kyq Pune Premiu,Kamakhya,Pune Junction,20
15644,Kyq Puri Express,Kamakhya,Puri,20
15662,Kyq Rnc Express,Kamakhya,Ranchi,20
15655,Kyq Svdk Express,Kamakhya,Shmata V D Ktra,20
5655,Kyq Svdk Special,Kamakhya,Shmata V D Ktra,20
641,Kyq Tvc Premium,Kamakhya,Trivandrum Cntl,20
12552,Kyq Ypr Ac Express,Kamakhya,Yesvantpur Junction,20
7151,Kzj Ned Express,Kazipet Junction,Nanded,20
12608,Lalbagh Express,Bangalore Cy Junction,Chennai Central,20
12607,Lalbagh Express,Chennai Central,Bangalore Cy Junction,20
53181,Lalgola Passenger,Sealdah,Lalgola,20
12865,Lalmati Express,Howrah Junction,Purulia Junction,20
12866,Lalmati Express,Purulia Junction,Howrah Junction,20
12161,Lashkar Express,Lokmanyatilak T,Agra Cantt,20
12162,Lashkar Express,Agra Cantt,Lokmanyatilak T,20
12528,Latur Cstm Express,Latur,Mumbai Cst,20
22108,Latur Cstm Express,Latur,Mumbai Cst,20
1207,Latur Pvr Special,Latur,Pandharpur,20
12038,Ldh Ndls Shatabdi,Ludhiana Junction,New Delhi,20
14704,Lgh Jsm Express,Lalgarh Junction,Jaisalmer,20
53172,Lgl Sdah Passenger,Lalgola,Sealdah,20
53178,Lgl Sdah Passenger,Lalgola,Sealdah,20
14005,Lichchavi Express,Sitamarhi,Anand Vihar Trm,20
14006,Lichchavi Express,Anand Vihar Trm,Sitamarhi,20
12861,Link Daksin Express,Vishakapatnam,H Nizamuddin,20
14114,Link Express,Dehradun,Allahabad Junction,20
12180,Ljn Intercity,Agra Cantt,Lucknow Ne,20
16094,Ljn Mas Express,Lucknow Ne,Chennai Central,20
9408,Ljn Adi Special,Lucknow Ne,Ahmedabad Junction,20
12179,Ljn Agc Intercity,Lucknow Ne,Agra Fort,20
5029,Ljn Anvt Special,Lucknow Ne,Anand Vihar Trm,20
19022,Ljn Bdts Express,Lucknow Ne,Bandra Terminus,20
9014,Ljn Bdts Premiu,Lucknow Ne,Bandra Terminus,20
15204,Ljn Bju Express,Lucknow Ne,Barauni Junction,20
12593,Ljn Bpl G R,Lucknow Ne,Bhopal Junction,20
1684,Ljn Bpl Special,Lucknow Ne,Bhopal Junction,20
15011,Ljn Cdg Express,Lucknow Ne,Chandigarh,20
15054,Ljn Cpr Express,Lucknow Ne,Chhapra,20
5066,Ljn Cpr Special,Lucknow Ne,Chhapra,20
5116,Ljn Cpr Special,Lucknow Ne,Chhapra,20
12584,Ljn Double Dkr,Anand Vihar Trm,Lucknow Ne,20
12594,Ljn Garib Rath,Bhopal Junction,Lucknow Ne,20
12536,Ljn Garibrath,Raipur Junction,Lucknow Ne,20
12531,Ljn Intercity,Gorakhpur Junction,Lucknow Ne,20
11110,Ljn Jhs Intercity Express,Lucknow Ne,Jhansi Junction,20
19716,Ljn Jp Express,Lucknow Ne,Jaipur,20
9708,Ljn Jp Special,Lucknow Ne,Jaipur,20
15043,Ljn Kgm Express,Lucknow Ne,Kathgodam,20
5045,Ljn Lku Special,Lucknow Ne,Lal Kuan,20
5059,Ljn Lku Special,Lucknow Ne,Lal Kuan,20
2114,Ljn Ltt Ac Special,Lucknow Ne,Lokmanyatilak T,20
12108,Ljn Ltt Express,Lucknow Ne,Lokmanyatilak T,20
15008,Ljn Muv Express,Lucknow Ne,Manduadih,20
11408,Ljn Pune Express,Lucknow Ne,Pune Junction,20
12104,Ljn Pune Express,Lucknow Ne,Pune Junction,20
1422,Ljn Pune Special,Lucknow Ne,Pune Junction,20
12535,Ljn R Garibrath,Lucknow Ne,Raipur Junction,20
12003,Ljn Swran Shtbd,Lucknow Ne,New Delhi,20
12004,Ljn Swran Shtbd,New Delhi,Lucknow Ne,20
9414,Lko Adi Special,Lucknow Nr,Ahmedabad Junction,20
2112,Lko Ltt Ac Special,Lucknow Nr,Lokmanyatilak T,20
19402,Lko Adi Express,Lucknow Nr,Ahmedabad Junction,20
4415,Lko Anvt Special,Lucknow Nr,Anand Vihar Trm,20
14210,Lko Bdl Intercity,Lucknow Nr,Vindhyachal,20
14220,Lko Bsb Express,Lucknow Nr,Varanasi Junction,20
14204,Lko Bsb Intercity,Lucknow Nr,Varanasi Junction,20
12231,Lko Cdg Express,Lucknow Nr,Chandigarh,20
4437,Lko Dli Ac Special,Lucknow Nr,Delhi,20
12272,Lko Duronto Express,New Delhi,Lucknow Nr,20
4027,Lko Ndls Special,Lucknow Nr,New Delhi,20
4201,Lko Ndls Special,Lucknow Nr,New Delhi,20
2233,Lko Ndls Ac Special,Lucknow Nr,New Delhi,20
4439,Lko Ndls Ac Special,Lucknow Nr,New Delhi,20
4935,Lko Ndls Premiu,Lucknow Nr,New Delhi,20
4943,Lko Ndls Premiu,Lucknow Nr,New Delhi,20
4933,Lko Ndls Premiu,Lucknow Nr,New Delhi,20
12429,Lko Ndls Raj,Lucknow Nr,New Delhi,20
4207,Lko Ndls Special,Lucknow Nr,New Delhi,20
4029,Lko Ndls Special,Lucknow Nr,Delhi,20
4941,Lko Ndls Special,Lucknow Nr,New Delhi,20
4501,Lko Nldm Superfast Special,Lucknow Nr,Nangal Dam,20
4923,Lko Nldm Special,Lucknow Nr,Nangal Dam,20
22684,Lko Ypr Superfast,Lucknow Nr,Yesvantpur Junction,20
12540,Lko Ypr Superfast Express,Lucknow Nr,Yesvantpur Junction,20
14615,Lku Asr Express,Lal Kuan,Amritsar Junction,20
12354,Lku Hwh Express,Lal Kuan,Howrah Junction,20
5060,Lku Ljn Special,Lal Kuan,Lucknow Ne,20
5046,Lku Ljn Special,Lal Kuan,Lucknow Ne,20
4419,Lku Ndls Ac Express,Lal Kuan,New Delhi,20
2039,Lku Ndls Ac Special,Lal Kuan,New Delhi,20
55602,Lmg Kyq Passenger,Lumding Junction,Kamakhya,20
15651,Lohit Express,Guwahati,Jammu Tawi,20
15652,Lohit Express,Jammu Tawi,Guwahati,20
19143,Lok Shakti Express,Bandra Terminus,Ahmedabad Junction,20
22927,Lok Shakti Express,Bandra Terminus,Ahmedabad Junction,20
22928,Lok Shakti Express,Ahmedabad Junction,Bandra Terminus,20
19144,Lok Shakti Express,Ahmedabad Junction,Bandra Terminus,20
17317,Lokamanya Tt Express,Hubli Junction,Lokmanyatilak T,20
11044,Lokamanya Tt Express,Madurai Junction,Lokmanyatilak T,20
11014,Lokmanya Tt Express,Coimbatore Junction,Lokmanyatilak T,20
5611,Ltt Kyq Special,Lokmanyatilak T,Kamakhya,20
11201,Ltt Ajni Express,Lokmanyatilak T,Ajni,20
12563,Ltt Ald Express,Lokmanyatilak T,Allahabad Junction,20
4128,Ltt Ald Premium,Lokmanyatilak T,Allahabad Junction,20
4116,Ltt Ald Special,Lokmanyatilak T,Allahabad Junction,20
11053,Ltt Azamgarh Express,Lokmanyatilak T,Azamgarh,20
12879,Ltt Bbs Superfast Express,Lokmanyatilak T,Bhubaneswar,20
11075,Ltt Bidr Express,Lokmanyatilak T,Bidar,20
1055,Ltt Bsb Special,Lokmanyatilak T,Varanasi Junction,20
12167,Ltt Bsb Superfast Express,Lokmanyatilak T,Varanasi Junction,20
12165,Ltt Bsb Superfast Express,Lokmanyatilak T,Varanasi Junction,20
11073,Ltt Chennai Express,Lokmanyatilak T,Chennai Central,20
17222,Ltt Coa Express,Lokmanyatilak T,Kakinada Port,20
2049,Ltt Dbg Premium,Lokmanyatilak T,Darbhanga Junction,20
2006,Ltt Dd Premium,Karmali,Lokmanyatilak T,20
11086,Ltt Doubledecker,Madgaon,Lokmanyatilak T,20
12223,Ltt Ers Duronto,Lokmanyatilak T,Eranakulam Junction,20
22103,Ltt Fd Superfast Express,Lokmanyatilak T,Faizabad Junction,20
1040,Ltt Ganpati Special,Karmali,Lokmanyatilak T,20
1046,Ltt Ganpati Special,Madgaon,Lokmanyatilak T,20
12202,Ltt Garib Rath,Kochuveli,Lokmanyatilak T,20
11079,Ltt Gkp Express,Lokmanyatilak T,Gorakhpur Junction,20
11081,Ltt Gkp Express,Lokmanyatilak T,Gorakhpur Junction,20
5042,Ltt Gkp Puja Special,Lokmanyatilak T,Gorakhpur Junction,20
1047,Ltt Gkp Special,Lokmanyatilak T,Gorakhpur Junction,20
5032,Ltt Gkp Special,Lokmanyatilak T,Gorakhpur Junction,20
12542,Ltt Gkp Superfast Express,Lokmanyatilak T,Gorakhpur Junction,20
1015,Ltt Gwalior Special,Lokmanyatilak T,Gwalior,20
3255,Ltt Holi Special,Patna Junction,Lokmanyatilak T,20
17318,Ltt Hubli Express,Lokmanyatilak T,Hubli Junction,20
17322,Ltt Hubli Express,Lokmanyatilak T,Hubli Junction,20
7318,Ltt Hubli Special,Lokmanyatilak T,Hubli Junction,20
12171,Ltt Hw Ac Superfast,Lokmanyatilak T,Haridwar Junction,20
3062,Ltt Hwh Puja Special,Lokmanyatilak T,Howrah Junction,20
1049,Ltt Jaynagar Special,Lokmanyatilak T,Jaynagar,20
5514,Ltt Jaynagar Special,Lokmanyatilak T,Jaynagar,20
11017,Ltt Karaikal Express,Lokmanyatilak T,Karaikal,20
1017,Ltt Karaikal Special,Lokmanyatilak T,Karaikal,20
1039,Ltt Karmali Special,Lokmanyatilak T,Karmali,20
22113,Ltt Kcvl Express,Lokmanyatilak T,Kochuveli,20
1205,Ltt Kop Special,Lokmanyatilak T,C Shahumharaj T,20
1001,Ltt Krmi Ac Special,Lokmanyatilak T,Karmali,20
22115,Ltt Krmi Ac Superfast,Lokmanyatilak T,Karmali,20
12519,Ltt Kyq Ac Express,Lokmanyatilak T,Kamakhya,20
22519,Ltt Kyq Superfast Special,Lokmanyatilak T,Kamakhya,20
2111,Ltt Lko Ac Special,Lokmanyatilak T,Lucknow Nr,20
125,Ltt Madgaon Special,Lokmanyatilak T,Madgaon,20
12117,Ltt Manmad Express,Lokmanyatilak T,Manmad Junction,20
2113,Ltt Mao Ac Special,Lokmanyatilak T,Madgaon,20
1007,Ltt Mao Ac Special,Lokmanyatilak T,Madgaon,20
1229,Ltt Mao Ac Special,Lokmanyatilak T,Madgaon,20
111,Ltt Mao Special,Lokmanyatilak T,Madgaon,20
1091,Ltt Mao Special,Lokmanyatilak T,Madgaon,20
1061,Ltt Mau Special,Lokmanyatilak T,Mau Junction,20
1057,Ltt Mfp Special,Lokmanyatilak T,Muzaffarpur Junction,20
1421,Ltt Nagpur Special,Lokmanyatilak T,Nagpur,20
1097,Ltt Nagpur Special,Lokmanyatilak T,Nagpur,20
11011,Ltt Nanded Express,Lokmanyatilak T,Nanded,20
11205,Ltt Nzb Express,Lokmanyatilak T,Nizamabad,20
22109,Ltt Nzm Ac Express,Lokmanyatilak T,H Nizamuddin,20
2109,Ltt Nzm Ac Special,Lokmanyatilak T,H Nizamuddin,20
1053,Ltt Patna S Special,Lokmanyatilak T,Patna Junction,20
3256,Ltt Patna Special,Lokmanyatilak T,Patna Junction,20
2046,Ltt Premium Special,Karmali,Lokmanyatilak T,20
22865,Ltt Puri Superfast Express,Lokmanyatilak T,Puri,20
12145,Ltt Puri Superfast Express,Lokmanyatilak T,Puri,20
13202,Ltt Rjpb Express,Lokmanyatilak T,Rjndr Ngr Bihar,20
115,Ltt Rn Special,Lokmanyatilak T,Ratnagiri,20
2219,Ltt Sc Superfast Special,Lokmanyatilak T,Secunderabad Junction,20
18029,Ltt Shalimar Express,Lokmanyatilak T,Shalimar,20
12143,Ltt Sln Superfast Express,Lokmanyatilak T,Sultanpur,20
1073,Ltt Src Superfast Special,Lokmanyatilak T,Santragachi Junction,20
8059,Ltt Src Superfast Special,Lokmanyatilak T,Santragachi Junction,20
8069,Ltt Src Special,Lokmanyatilak T,Santragachi Junction,20
1067,Ltt Ten Special,Lokmanyatilak T,Tirunelveli,20
18520,Ltt Vskp Express,Lokmanyatilak T,Vishakapatnam,20
22848,Ltt Vskp Superfast Express,Lokmanyatilak T,Vishakapatnam,20
22820,Ltt Vskp Superfast Express,Lokmanyatilak T,Vishakapatnam,20
1029,Lttvlnk Special,Lokmanyatilak T,Vellankanni,20
16093,Lucknow Express,Chennai Central,Lucknow Nr,20
12230,Lucknow Mail,New Delhi,Lucknow Nr,20
12229,Lucknow Mail,Lucknow Nr,New Delhi,20
9013,Lucknow Premium,Bandra Terminus,Lucknow Ne,20
12107,Lucknow Superfast Express,Lokmanyatilak T,Lucknow Ne,20
12121,M P Sampark Kranti,Jabalpur,H Nizamuddin,20
12122,M P Sampark Kranti,H Nizamuddin,Jabalpur,20
17050,Machiliptnm Express,Secunderabad Junction,Machelipatnam,20
17250,Machiliptnm Express,Secunderabad Junction,Machelipatnam,20
6003,Madgaon Express,Chennai Central,Madgaon,20
9534,Madgaon Superfast Special,Hapa,Madgaon,20
10215,Madgaon Ers Express,Madgaon,Eranakulam Junction,20
6001,Madgaon Express,Chennai Central,Madgaon,20
22636,Madgaon Express,Mangalore Cntl,Madgaon,20
10216,Madgaon Express,Eranakulam Junction,Madgaon,20
56640,Madgaon Passenger,Mangalore Cntl,Madgaon,20
16054,Madras Express,Tirupati,Chennai Central,20
11043,Madurai Express,Lokmanyatilak T,Madurai Junction,20
12793,Madurai Express,Chennai Egmore,Madurai Junction,20
22623,Madurai Express,Chennai Egmore,Madurai Junction,20
56701,Madurai Passenger,Punalur,Madurai Junction,20
12402,Magadh Express,New Delhi,Islampur,20
12401,Magadh Express,Islampur,New Delhi,20
12397,Mahabodhi Express,Gaya Junction,New Delhi,20
12398,Mahabodhi Express,New Delhi,Gaya Junction,20
12189,Mahakaushal Express,Jabalpur,H Nizamuddin,20
12190,Mahakoshal Express,H Nizamuddin,Jabalpur,20
17412,Mahalaxmi Express,C Shahumharaj T,Mumbai Cst,20
17411,Mahalaxmi Express,Mumbai Cst,C Shahumharaj T,20
22417,Mahamana Express,Varanasi Junction,New Delhi,20
22418,Mahamana Express,New Delhi,Varanasi Junction,20
11093,Mahanagari Express,Mumbai Cst,Varanasi Junction,20
11094,Mahanagari Express,Varanasi Junction,Mumbai Cst,20
15483,Mahananda Express,Alipur Duar Junction,Delhi,20
15484,Mahananda Express,Delhi,Alipur Duar Junction,20
11040,Maharashtra Express,Gondia Junction,Solapur Junction,20
11039,Maharashtra Express,C Shahumharaj T,Gorakhpur Junction,20
12945,Mahuva Express,Surat,Bhavnagar Trmus,20
19025,Mahuva Express,Surat,Bhavnagar Trmus,20
16232,Mailaduturai Express,Mysore Junction,Mayiladuturai J,20
13108,Maitree Express,Kolkata,Dhaca Cantt,20
13110,Maitree Express,Dhaka,Kolkata,20
13109,Maitree Express,Kolkata,Dhaca Cantt,20
16629,Malabar Express,Trivandrum Cntl,Mangalore Cntl,20
16630,Malabar Express,Mangalore Cntl,Trivandrum Cntl,20
14662,Malani Express,Barmer,Delhi,20
12919,Malwa Express,Indore Junction Bg,Jammu Tawi,20
12920,Malwa Express,Jammu Tawi,Indore Junction Bg,20
6194,Manamadurai Express,Sengottai,Manamadurai Junction,20
12461,Mandor Express,Delhi,Jodhpur Junction,20
12462,Mandor Express,Jodhpur Junction,Delhi,20
10104,Mandovi Express,Madgaon,Mumbai Cst,20
10103,Mandovi Express,Mumbai Cst,Madgaon,20
12537,Manduadih Express,Muzaffarpur Junction,Manduadih,20
12617,Mangala Ldweep,Eranakulam Junction,H Nizamuddin,20
16855,Mangalore Express,Puducherry,Mangalore Cntl,20
16347,Mangalore Express,Trivandrum Cntl,Mangalore Cntl,20
16857,Mangalore Express,Puducherry,Mangalore Cntl,20
12133,Mangalore Express,Mumbai Cst,Mangalore Junction,20
6015,Mangalore Express,Chennai Central,Mangalore Cntl,20
6304,Mangalore Express,Nagercoil Junction,Mangalore Junction,20
12685,Mangalore Express,Chennai Central,Mangalore Cntl,20
12601,Mangalore Mail,Chennai Central,Mangalore Cntl,20
16565,Mangaloreexp,Yesvantpur Junction,Mangalore Cntl,20
12118,Manmad Ltt Express,Manmad Junction,Lokmanyatilak T,20
16179,Mannai Express,Chennai Egmore,Mannargudi,20
16180,Mannai Express,Mannargudi,Chennai Egmore,20
2907,Mao Hapa Express,Madgaon,Hapa,20
1008,Mao Ltt Ac Special,Madgaon,Lokmanyatilak T,20
9415,Mao Adi Special,Madgaon,Ahmedabad Junction,20
9010,Mao Bdts Special,Madgaon,Bandra Terminus,20
1052,Mao Cstm Special,Madgaon,Mumbai Cst,20
11085,Mao Doubledeckr,Lokmanyatilak T,Madgaon,20
1045,Mao Ganpati Special,Lokmanyatilak T,Madgaon,20
22907,Mao Hapa Superfast Express,Madgaon,Hapa,20
1230,Mao Ltt Ac Special,Madgaon,Lokmanyatilak T,20
112,Mao Ltt Special,Madgaon,Lokmanyatilak T,20
126,Mao Ltt Special,Madgaon,Lokmanyatilak T,20
114,Mao Ltt Special,Madgaon,Lokmanyatilak T,20
56641,Mao Maq Passenger,Madgaon,Mangalore Cntl,20
6002,Mao Mas Special,Madgaon,Chennai Central,20
2455,Mao Ndls Ac Special,Madgaon,New Delhi,20
16860,Maq Chennai Express,Mangalore Cntl,Chennai Egmore,20
22635,Maq Intercity E,Madgaon,Mangalore Cntl,20
7605,Maq Kcg Express,Mangalore Cntl,Kacheguda,20
17605,Maq Kcg Express,Mangalore Cntl,Kacheguda,20
22851,Maq Vivek Express,Santragachi Junction,Mangalore Cntl,20
17688,Marathwada Express,Dharmabad,Manmad Junction,20
17687,Marathwada Ps E,Manmad Junction,Dharmabad,20
12978,Maru Sagar Express,Ajmer Junction,Eranakulam Junction,20
12977,Maru Sagar Express,Eranakulam Junction,Ajmer Junction,20
14865,Marudhar Express,Varanasi Junction,Jodhpur Junction,20
14853,Marudhar Express,Varanasi Junction,Jodhpur Junction,20
14864,Marudhar Express,Jodhpur Junction,Varanasi Junction,20
14863,Marudhar Express,Varanasi Junction,Jodhpur Junction,20
14866,Marudhar Express,Jodhpur Junction,Varanasi Junction,20
14854,Marudhar Express,Jodhpur Junction,Varanasi Junction,20
19419,Mas Adi Express,Chennai Central,Ahmedabad Junction,20
12375,Mas Asn Express,Chennai Central,Asansol Junction,20
6625,Mas Cbe Express,Chennai Central,Coimbatore Junction,20
605,Mas Cbe Premium,Chennai Central,Coimbatore Junction,20
603,Mas Cbe Premium,Chennai Central,Coimbatore Junction,20
22626,Mas Double Deck,Bangalore Cy Junction,Chennai Central,20
12270,Mas Duronto Express,H Nizamuddin,Chennai Central,20
22206,Mas Duronto Express,Madurai Junction,Chennai Central,20
12612,Mas Garib Rath,H Nizamuddin,Chennai Central,20
6027,Mas Garibrath S,Pune Junction,Chennai Central,20
7313,Mas Hubli Express,Chennai Central,Hubli Junction,20
17313,Mas Hubli Express,Chennai Central,Hubli Junction,20
2842,Mas Hwh Premium,Chennai Central,Howrah Junction,20
6337,Mas Kcvl Express,Chennai Central,Kochuveli,20
6005,Mas Ncj Express,Chennai Central,Nagercoil Junction,20
22611,Mas Njp Express,Chennai Central,New Jalpaiguri,20
16003,Mas Nsl Express,Chennai Central,Nagarsol,20
22860,Mas Puri Express,Chennai Central,Puri,20
6019,Mas Rmm Express,Chennai Central,Rameswaram,20
22826,Mas Shm Express,Chennai Central,Shalimar,20
22808,Mas Src Ac Express,Chennai Central,Santragachi Junction,20
2808,Mas Src Express,Chennai Central,Santragachi Junction,20
6063,Mas Srr Superfast Express,Chennai Central,Shoranur Junction,20
17311,Mas Vasco Express,Chennai Central,Vasco Da Gama,20
12620,Matsyaganda Express,Mangalore Cntl,Lokmanyatilak T,20
12619,Matsyagandha Express,Lokmanyatilak T,Mangalore Cntl,20
15025,Mau Anvt Express,Mau Junction,Anand Vihar Trm,20
12492,Maur Dhawaj Express,Jammu Tawi,Muzaffarpur Junction,20
15027,Maurya Express,Hatia,Gorakhpur Junction,20
15028,Maurya Express,Gorakhpur Junction,Hatia,20
16604,Maveli Express,Trivandrum Cntl,Mangalore Cntl,20
16603,Maveli Express,Mangalore Cntl,Trivandrum Cntl,20
53046,Mayurakshi F Pa,Rampur Hat,Howrah Junction,20
53045,Mayurakshi F Pa,Howrah Junction,Rampur Hat,20
14890,Mbf Bgkt Express,Munabao,Bhagat Ki Kothi,20
29019,Mds Kota Mtc Express,Mandasor,Meerut City,20
22205,Mdu Duronto Express,Chennai Central,Madurai Junction,20
9724,Mdu Jp Premium,Madurai Junction,Jaipur,20
12964,Mewar Express,Udaipur City,H Nizamuddin,20
12963,Mewar Express,H Nizamuddin,Udaipur City,20
52927,Mewar Fast Passenger,Udaipur City,Ahmedabad Mg,20
52928,Mewar Fast Passenger,Ahmedabad Mg,Udaipur City,20
3556,Mfp Asn Special,Muzaffarpur Junction,Asansol Junction,20
3572,Mfp Asn Special,Muzaffarpur Junction,Asansol Junction,20
9040,Mfp Bdts Special,Muzaffarpur Junction,Bandra Terminus,20
5232,Mfp Bju Special,Muzaffarpur Junction,Barauni Junction,20
15001,Mfp Ddn Express,Muzaffarpur Junction,Dehradun,20
12212,Mfp Garib Rath,Anand Vihar Trm,Muzaffarpur Junction,20
4315,Mfp Hw Special,Muzaffarpur Junction,Haridwar Junction,20
5226,Mfp Koaa Special,Muzaffarpur Junction,Kolkata,20
11062,Mfp Ltt Express,Muzaffarpur Junction,Lokmanyatilak T,20
19054,Mfp St Express,Muzaffarpur Junction,Surat,20
4975,Mfp Svdk Special,Muzaffarpur Junction,Shmata V D Ktra,20
15228,Mfp Ypr Express,Muzaffarpur Junction,Yesvantpur Junction,20
